"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.id","Input.text1","Input.text2","Input.model1","Input.model2","Input.verb_tense","Input.sentiment","Input.pronoun","Answer.Selection.label","Approve","Reject"
"34HEO7RUG6U98HRTY2DQ5KU5HN3ARY","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon Jun 21 09:10:49 PDT 2021","10","BatchId:4483006;OriginalHitTemplateId:928390905;","600","604800","Mon Jun 28 09:10:49 PDT 2021","","","31Z0PCVWUKF7RE4HLQB2JSPLKJPT7V","A6Q9OJMLD25QV","Submitted","Mon Jun 21 09:26:27 PDT 2021","Mon Jun 21 09:26:33 PDT 2021","Mon Jun 28 09:26:33 PDT 2021","","","","6","100% (117/117)","100% (117/117)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"34HEO7RUG6U98HRTY2DQ5KU5HN3ARY","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon Jun 21 09:10:49 PDT 2021","10","BatchId:4483006;OriginalHitTemplateId:928390905;","600","604800","Mon Jun 28 09:10:49 PDT 2021","","","3DY4FPOOA1OWMPSLZZ9NPR46IGURV3","A2LMQ4497NMK3S","Submitted","Mon Jun 21 09:17:39 PDT 2021","Mon Jun 21 09:18:50 PDT 2021","Mon Jun 28 09:18:50 PDT 2021","","","","71","100% (59/59)","100% (33/33)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"34HEO7RUG6U98HRTY2DQ5KU5HN3ARY","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon Jun 21 09:10:49 PDT 2021","10","BatchId:4483006;OriginalHitTemplateId:928390905;","600","604800","Mon Jun 28 09:10:49 PDT 2021","","","3L4D84MILZSA60EOM5JA8ZR60KPHJB","ADVCIFLB5A9B","Submitted","Mon Jun 21 09:16:25 PDT 2021","Mon Jun 21 09:16:32 PDT 2021","Mon Jun 28 09:16:32 PDT 2021","","","","7","100% (649/649)","100% (249/249)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"34HEO7RUG6U98HRTY2DQ5KU5HN3ARY","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon Jun 21 09:10:49 PDT 2021","10","BatchId:4483006;OriginalHitTemplateId:928390905;","600","604800","Mon Jun 28 09:10:49 PDT 2021","","","3LBXNTKX0RVIME1U5XAJMR1XS51X9U","A1UZXOMO6BS6I2","Submitted","Mon Jun 21 09:27:07 PDT 2021","Mon Jun 21 09:28:06 PDT 2021","Mon Jun 28 09:28:06 PDT 2021","","","","59","100% (182/182)","100% (182/182)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"34HEO7RUG6U98HRTY2DQ5KU5HN3ARY","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon Jun 21 09:10:49 PDT 2021","10","BatchId:4483006;OriginalHitTemplateId:928390905;","600","604800","Mon Jun 28 09:10:49 PDT 2021","","","3LUY3GC63Z09ZMBA492IEIOOVGZ7PZ","A3PXU2ZLEL8WRW","Submitted","Mon Jun 21 09:15:55 PDT 2021","Mon Jun 21 09:16:13 PDT 2021","Mon Jun 28 09:16:13 PDT 2021","","","","18","100% (46/46)","100% (37/37)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"34HEO7RUG6U98HRTY2DQ5KU5HN3ARY","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon Jun 21 09:10:49 PDT 2021","10","BatchId:4483006;OriginalHitTemplateId:928390905;","600","604800","Mon Jun 28 09:10:49 PDT 2021","","","3RU7GD8VPOTVIKV2SC0T99KKIUGPS8","A16E38HXNQBLCU","Submitted","Mon Jun 21 09:25:24 PDT 2021","Mon Jun 21 09:25:29 PDT 2021","Mon Jun 28 09:25:29 PDT 2021","","","","5","100% (3/3)","0% (0/0)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"34HEO7RUG6U98HRTY2DQ5KU5HN3ARY","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon Jun 21 09:10:49 PDT 2021","10","BatchId:4483006;OriginalHitTemplateId:928390905;","600","604800","Mon Jun 28 09:10:49 PDT 2021","","","3T3IWE1XG6NHXW9WHPK8JJ6GP9FTQR","APGX2WZ59OWDN","Submitted","Mon Jun 21 09:23:10 PDT 2021","Mon Jun 21 09:23:28 PDT 2021","Mon Jun 28 09:23:28 PDT 2021","","","","18","100% (2/2)","0% (0/0)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"34HEO7RUG6U98HRTY2DQ5KU5HN3ARY","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon Jun 21 09:10:49 PDT 2021","10","BatchId:4483006;OriginalHitTemplateId:928390905;","600","604800","Mon Jun 28 09:10:49 PDT 2021","","","3TUI152ZZBNGOCXNF60YDDNLXQKQ1B","A2CJFO19NY4T5R","Submitted","Mon Jun 21 09:14:39 PDT 2021","Mon Jun 21 09:15:00 PDT 2021","Mon Jun 28 09:15:00 PDT 2021","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"34HEO7RUG6U98HRTY2DQ5KU5HN3ARY","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon Jun 21 09:10:49 PDT 2021","10","BatchId:4483006;OriginalHitTemplateId:928390905;","600","604800","Mon Jun 28 09:10:49 PDT 2021","","","3WMOAN2SRBXB7R0T6SS6G7ZWHJ5VNJ","A4GGEF7TZ6KFS","Submitted","Mon Jun 21 09:16:59 PDT 2021","Mon Jun 21 09:17:05 PDT 2021","Mon Jun 28 09:17:05 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"34HEO7RUG6U98HRTY2DQ5KU5HN3ARY","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon Jun 21 09:10:49 PDT 2021","10","BatchId:4483006;OriginalHitTemplateId:928390905;","600","604800","Mon Jun 28 09:10:49 PDT 2021","","","3ZSY5X72NXB1W5JOYNN9UZAYMNZRO3","A2KHLJ2F58BEZK","Submitted","Mon Jun 21 09:21:18 PDT 2021","Mon Jun 21 09:21:27 PDT 2021","Mon Jun 28 09:21:27 PDT 2021","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"3MG8450X2OA8BDPCRFQS0Q6KN87PUX","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon Jun 21 09:10:54 PDT 2021","10","BatchId:4483006;OriginalHitTemplateId:928390905;","600","604800","Mon Jun 28 09:10:54 PDT 2021","","","31N2WW6R9RQF7QLTOU3NP7Y4O8Q3FN","A2KHLJ2F58BEZK","Submitted","Mon Jun 21 09:15:01 PDT 2021","Mon Jun 21 09:15:13 PDT 2021","Mon Jun 28 09:15:13 PDT 2021","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","1700","They have great care of their customers.","My kids love the kids and they are always happy with their meals.","2021-Apr-26-12:28:06_6000_1","2021-Apr-27-09:53:10_6000_1","Present","Positive","Plural","Sentence A"
"3MG8450X2OA8BDPCRFQS0Q6KN87PUX","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon Jun 21 09:10:54 PDT 2021","10","BatchId:4483006;OriginalHitTemplateId:928390905;","600","604800","Mon Jun 28 09:10:54 PDT 2021","","","31QNSG6A5RTOTUCTIS07SWTY66687N","A2CJFO19NY4T5R","Submitted","Mon Jun 21 09:29:12 PDT 2021","Mon Jun 21 09:33:14 PDT 2021","Mon Jun 28 09:33:14 PDT 2021","","","","242","0% (0/0)","0% (0/0)","0% (0/0)","1700","They have great care of their customers.","My kids love the kids and they are always happy with their meals.","2021-Apr-26-12:28:06_6000_1","2021-Apr-27-09:53:10_6000_1","Present","Positive","Plural","Sentence B"
"3MG8450X2OA8BDPCRFQS0Q6KN87PUX","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon Jun 21 09:10:54 PDT 2021","10","BatchId:4483006;OriginalHitTemplateId:928390905;","600","604800","Mon Jun 28 09:10:54 PDT 2021","","","35GMH2SV3EHCN1EJCH39VSBF7Y7OEL","A1I0LYDWQ5B7Z5","Submitted","Mon Jun 21 09:17:23 PDT 2021","Mon Jun 21 09:17:54 PDT 2021","Mon Jun 28 09:17:54 PDT 2021","","","","31","100% (178/178)","100% (58/58)","0% (0/0)","1700","They have great care of their customers.","My kids love the kids and they are always happy with their meals.","2021-Apr-26-12:28:06_6000_1","2021-Apr-27-09:53:10_6000_1","Present","Positive","Plural","Sentence A"
"3MG8450X2OA8BDPCRFQS0Q6KN87PUX","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon Jun 21 09:10:54 PDT 2021","10","BatchId:4483006;OriginalHitTemplateId:928390905;","600","604800","Mon Jun 28 09:10:54 PDT 2021","","","3A9AA95ATWMUCIXRGGNLGYAS4A95PN","A34QZDSTKZ3JO9","Submitted","Mon Jun 21 09:25:51 PDT 2021","Mon Jun 21 09:26:00 PDT 2021","Mon Jun 28 09:26:00 PDT 2021","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","1700","They have great care of their customers.","My kids love the kids and they are always happy with their meals.","2021-Apr-26-12:28:06_6000_1","2021-Apr-27-09:53:10_6000_1","Present","Positive","Plural","Sentence A"
"3MG8450X2OA8BDPCRFQS0Q6KN87PUX","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon Jun 21 09:10:54 PDT 2021","10","BatchId:4483006;OriginalHitTemplateId:928390905;","600","604800","Mon Jun 28 09:10:54 PDT 2021","","","3GU1KF0O4I1W1YE0HQEYJKAKE6SBPR","ADVCIFLB5A9B","Submitted","Mon Jun 21 09:20:31 PDT 2021","Mon Jun 21 09:20:37 PDT 2021","Mon Jun 28 09:20:37 PDT 2021","","","","6","100% (649/649)","100% (249/249)","0% (0/0)","1700","They have great care of their customers.","My kids love the kids and they are always happy with their meals.","2021-Apr-26-12:28:06_6000_1","2021-Apr-27-09:53:10_6000_1","Present","Positive","Plural","Sentence B"
