"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.id","Input.text1","Input.text2","Input.model1","Input.model2","Input.verb_tense","Input.sentiment","Input.pronoun","Answer.Selection.label","Approve","Reject"
"3ODOP6T3ASKD28URABOYR90XCUM24C","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Wed May 19 10:07:47 PDT 2021","10","BatchId:4447602;OriginalHitTemplateId:928390905;","600","604800","Wed May 26 10:07:47 PDT 2021","","","308Q0PEVB8DLWJCZ6BAIJHEH0P09IX","A1NSHNH3MNFRGW","Submitted","Wed May 19 10:10:40 PDT 2021","Wed May 19 10:10:46 PDT 2021","Wed May 26 10:10:46 PDT 2021","","","","6","100% (1/1)","0% (0/0)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"3ODOP6T3ASKD28URABOYR90XCUM24C","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Wed May 19 10:07:47 PDT 2021","10","BatchId:4447602;OriginalHitTemplateId:928390905;","600","604800","Wed May 26 10:07:47 PDT 2021","","","34S9DKFK73PSBLVYB3FQN63PVXSNYT","ADVCIFLB5A9B","Submitted","Wed May 19 10:36:05 PDT 2021","Wed May 19 10:36:11 PDT 2021","Wed May 26 10:36:11 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"3ODOP6T3ASKD28URABOYR90XCUM24C","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Wed May 19 10:07:47 PDT 2021","10","BatchId:4447602;OriginalHitTemplateId:928390905;","600","604800","Wed May 26 10:07:47 PDT 2021","","","358UUM7WRZ3UBZRPH167JDO2SV1R7D","A37WDOIQH6JM6V","Submitted","Wed May 19 10:24:54 PDT 2021","Wed May 19 10:25:08 PDT 2021","Wed May 26 10:25:08 PDT 2021","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"3ODOP6T3ASKD28URABOYR90XCUM24C","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Wed May 19 10:07:47 PDT 2021","10","BatchId:4447602;OriginalHitTemplateId:928390905;","600","604800","Wed May 26 10:07:47 PDT 2021","","","3DEL4X4EL6LXNF92D92ZL8UNXB2YXO","AKGUW9H0O6CDA","Submitted","Wed May 19 10:36:25 PDT 2021","Wed May 19 10:36:31 PDT 2021","Wed May 26 10:36:31 PDT 2021","","","","6","0% (0/5)","0% (0/0)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"3ODOP6T3ASKD28URABOYR90XCUM24C","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Wed May 19 10:07:47 PDT 2021","10","BatchId:4447602;OriginalHitTemplateId:928390905;","600","604800","Wed May 26 10:07:47 PDT 2021","","","3HFNH7HEMHEDSRNQXPL1K0RQVCKGQ6","A2B9U0K6S1GIBG","Submitted","Wed May 19 10:27:48 PDT 2021","Wed May 19 10:27:55 PDT 2021","Wed May 26 10:27:55 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence B"
"3ODOP6T3ASKD28URABOYR90XCUM24C","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Wed May 19 10:07:47 PDT 2021","10","BatchId:4447602;OriginalHitTemplateId:928390905;","600","604800","Wed May 26 10:07:47 PDT 2021","","","3J88R45B2GY3E1H1MM6G8H1BT6ZPXL","A1UZXOMO6BS6I2","Submitted","Wed May 19 10:35:54 PDT 2021","Wed May 19 10:37:38 PDT 2021","Wed May 26 10:37:38 PDT 2021","","","","104","0% (0/0)","0% (0/0)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"3ODOP6T3ASKD28URABOYR90XCUM24C","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Wed May 19 10:07:47 PDT 2021","10","BatchId:4447602;OriginalHitTemplateId:928390905;","600","604800","Wed May 26 10:07:47 PDT 2021","","","3KXIR214I4GGOSSL0DTZFTWKP1Q24K","A2KRWSCXNUNMAJ","Submitted","Wed May 19 10:12:22 PDT 2021","Wed May 19 10:12:59 PDT 2021","Wed May 26 10:12:59 PDT 2021","","","","37","0% (0/0)","0% (0/0)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"3ODOP6T3ASKD28URABOYR90XCUM24C","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Wed May 19 10:07:47 PDT 2021","10","BatchId:4447602;OriginalHitTemplateId:928390905;","600","604800","Wed May 26 10:07:47 PDT 2021","","","3L0KT67Y8EGPRYN3JZWCM0DVIWOYS4","A3I9FTHSULHPYS","Submitted","Wed May 19 10:14:36 PDT 2021","Wed May 19 10:14:42 PDT 2021","Wed May 26 10:14:42 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"3ODOP6T3ASKD28URABOYR90XCUM24C","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Wed May 19 10:07:47 PDT 2021","10","BatchId:4447602;OriginalHitTemplateId:928390905;","600","604800","Wed May 26 10:07:47 PDT 2021","","","3ND9UOO81K2YYGXDKPHNPHEKFUELWC","AAQREZOK13OV7","Submitted","Wed May 19 10:08:09 PDT 2021","Wed May 19 10:09:34 PDT 2021","Wed May 26 10:09:34 PDT 2021","","","","85","100% (1/1)","0% (0/0)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
"3ODOP6T3ASKD28URABOYR90XCUM24C","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Wed May 19 10:07:47 PDT 2021","10","BatchId:4447602;OriginalHitTemplateId:928390905;","600","604800","Wed May 26 10:07:47 PDT 2021","","","3YMU66OBIN80FYONEZY7BMZP4PQGHC","A34DYM8J0X5VK","Submitted","Wed May 19 10:31:15 PDT 2021","Wed May 19 10:31:25 PDT 2021","Wed May 26 10:31:25 PDT 2021","","","","10","100% (1/1)","0% (0/0)","0% (0/0)","1900","Not a good thing , this place is a mess.","` ` you run down and will be back.","2021-Apr-27-09:53:10_6000_1","2021-Apr-26-12:28:06_6000_1","Present","Negative","Singular","Sentence A"
